time	UnixTime	FPS	HeadPos	HeadRot	Valid	GazeOrigin	GazeDir	Conf	FixPoint	LBlink	RBlink	LPupil	RPupil	LOrigin	LDir	ROrigin	RDir	HitPos	HitName	
55.648797	1763568763.575	72.07103	240.705486,419.45338,161.702606	0.056595,0.225698,-0.037584,0.971825	T	240.705486,419.45338,161.702606	0.808751,0.458289,-0.368638	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	470.998399,549.943751,56.724802	1M_Cube2_10	
55.66246	1763568763.589	71.278893	240.718091,419.51103,161.714462	0.057376,0.225555,-0.034908,0.971913	T	240.71809,419.51103,161.714462	0.817042,0.42001,-0.395011	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	494.465402,549.943747,39.028044	1M_Cube2_10	
55.676594	1763568763.603	72.888428	240.727312,419.565696,161.720276	0.05805,0.225347,-0.03238,0.972008	T	240.727312,419.565696,161.720276	0.815411,0.424715,-0.393347	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	491.057864,549.943751,40.954667	1M_Cube2_10	
55.690602	1763568763.616	70.800972	240.744914,419.613103,161.727936	0.058592,0.225324,-0.030453,0.972043	T	240.744913,419.613103,161.727936	0.814043,0.428321,-0.392269	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	488.461034,549.943743,42.350706	1M_Cube2_10	
55.7042	1763568763.63	71.416832	240.763446,419.652854,161.733017	0.058806,0.225166,-0.028503,0.972126	T	240.763445,419.652854,161.733017	0.81269,0.431815,-0.391243	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	485.991849,549.943756,43.667275	1M_Cube2_10	
55.718233	1763568763.644	73.805634	240.774699,419.696388,161.731079	0.059016,0.225056,-0.027069,0.97218	T	240.7747,419.696388,161.731079	0.819962,0.39593,-0.413403	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	510.534839,549.94376,25.715849	1M_Cube2_10	
55.732183	1763568763.659	71.599899	240.784508,419.734928,161.719376	0.059414,0.22521,-0.025946,0.972151	T	240.784508,419.734926,161.719376	0.819095,0.398119,-0.41302	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	508.698333,549.943751,26.617368	1M_Cube2_10	
55.746069	1763568763.673	71.46328	240.796465,419.763412,161.705505	0.059684,0.225755,-0.025275,0.972026	T	240.796463,419.763412,161.705505	0.818177,0.399495,-0.413511	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	507.4298,549.94376,26.938426	1M_Cube2_10	
55.760041	1763568763.686	72.399765	240.81509,419.78446,161.689224	0.059821,0.226424,-0.025078,0.971866	T	240.81509,419.78446,161.689224	0.817464,0.399984,-0.414445	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	506.846952,549.943757,26.804735	1M_Cube2_10	
55.774079	1763568763.701	68.591347	240.837076,419.805591,161.679535	0.059532,0.226855,-0.024624,0.971795	T	240.837076,419.805589,161.679535	0.816695,0.400716,-0.415254	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	506.090056,549.943748,26.800806	1M_Cube2_10	
55.787962	1763568763.715	74.33783	240.854535,419.825313,161.670685	0.058957,0.227132,-0.024451,0.97177	T	240.854535,419.825309,161.670685	0.816211,0.400805,-0.416119	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	505.851422,549.943757,26.561282	1M_Cube2_10	
55.80204	1763568763.728	71.403572	240.871453,419.851505,161.663025	0.05833,0.227318,-0.024416,0.971765	T	240.871453,419.851505,161.663025	0.815899,0.400614,-0.416915	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	505.840121,549.943745,26.257749	1M_Cube2_10	
55.816078	1763568763.743	69.696121	240.887574,419.871406,161.652725	0.057888,0.227561,-0.024292,0.971738	T	240.887574,419.871406,161.652725	0.815506,0.400667,-0.417632	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	505.652568,549.943755,26.053672	1M_Cube2_10	
55.82978	1763568763.756	72.431236	240.89991,419.892215,161.639862	0.05739,0.228013,-0.02439,0.971659	T	240.89991,419.892213,161.639862	0.832052,0.069131,-0.550374	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	320.487808,426.500905,108.992137	StaticMeshActor_1	
55.843726	1763568763.769	73.919655	240.913925,419.912723,161.63031	0.057031,0.228572,-0.024656,0.971542	T	240.913925,419.912725,161.63031	0.831418,0.068456,-0.551415	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	320.390784,426.452729,108.916395	StaticMeshActor_1	
55.857622	1763568763.784	71.814835	240.933184,419.930837,161.620178	0.05645,0.229057,-0.024845,0.971457	T	240.933183,419.930837,161.620178	0.829085,0.065468,-0.555277	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.955967,426.166981,108.691872	StaticMeshActor_1	
55.871488	1763568763.798	71.571205	240.947011,419.956882,161.609375	0.055863,0.229246,-0.025057,0.971441	T	240.947481,419.956453,161.609787	0.828831,0.064542,-0.555764	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.878718,426.099094,108.68015	StaticMeshActor_1	
55.885539	1763568763.812	69.836792	240.963296,419.973693,161.606415	0.05517,0.229476,-0.025404,0.971417	T	240.963295,419.973693,161.606415	0.829175,0.062932,-0.555435	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.799656,425.953317,108.793612	StaticMeshActor_1	
55.899408	1763568763.826	70.485085	240.974664,419.991979,161.604279	0.054593,0.229499,-0.025485,0.971442	T	240.973741,419.99187,161.605042	0.829166,0.062412,-0.555507	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.774335,425.919462,108.808836	StaticMeshActor_1	
55.913352	1763568763.839	75.646965	240.984296,420.011627,161.603287	0.054087,0.229738,-0.025617,0.971411	T	240.984296,420.011629,161.603287	0.82884,0.061809,-0.556061	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.714923,425.878979,108.780524	StaticMeshActor_1	
55.927337	1763568763.854	71.871597	240.998328,420.029016,161.599289	0.053717,0.230055,-0.025666,0.971355	T	240.998329,420.029018,161.599289	0.829089,0.062633,-0.555598	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.816628,425.979497,108.777653	StaticMeshActor_1	
55.941375	1763568763.868	71.287521	241.013031,420.04718,161.593079	0.053508,0.230342,-0.025883,0.971293	T	241.013032,420.047182,161.593079	0.828762,0.062118,-0.556142	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.761802,425.945805,108.745497	StaticMeshActor_1	
55.955204	1763568763.881	68.57959	241.035537,420.053682,161.58548	0.053368,0.230613,-0.026102,0.97123	T	241.035537,420.05368,161.58548	0.828872,0.062518,-0.555935	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.809957,425.99142,108.74739	StaticMeshActor_1	
55.969079	1763568763.896	71.056023	241.059889,420.057434,161.579025	0.053207,0.230737,-0.0264,0.971202	T	241.059889,420.057434,161.579025	0.828739,0.061864,-0.556205	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.753243,425.927918,108.761248	StaticMeshActor_1	
55.983058	1763568763.909	75.809845	241.081328,420.065483,161.574081	0.052911,0.23066,-0.026672,0.971229	T	241.081328,420.065484,161.574081	0.828829,0.061141,-0.556151	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.714617,425.862308,108.807459	StaticMeshActor_1	
55.996986	1763568763.923	69.045525	241.101949,420.074708,161.570358	0.052588,0.230518,-0.027161,0.971266	T	241.101951,420.07471,161.570358	0.829003,0.059984,-0.556018	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.651342,425.754502,108.883679	StaticMeshActor_1	
56.010861	1763568763.937	70.990463	241.121414,420.083574,161.568253	0.052124,0.230305,-0.027235,0.97134	T	241.121414,420.083576,161.568253	0.82923,0.059498,-0.555732	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	319.645008,425.71388,108.940351	StaticMeshActor_1	
56.024654	1763568763.951	75.384644	241.141193,420.099481,161.571671	0.051976,0.229894,-0.02715,0.971447	T	241.141192,420.099483,161.571671	0.833922,0.073333,-0.546988	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	321.186199,427.134639,109.065356	StaticMeshActor_1	
56.038436	1763568763.965	69.928101	241.158538,420.118041,161.573898	0.05221,0.229848,-0.027212,0.971444	T	241.158067,420.119268,161.574249	0.833953,0.073469,-0.546923	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	321.220787,427.168782,109.064443	StaticMeshActor_1	
56.05236	1763568763.978	73.790398	241.174261,420.137708,161.573273	0.052496,0.229982,-0.027078,0.971401	T	241.174261,420.137708,161.573273	0.833844,0.073833,-0.547041	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	321.258001,427.224962,109.031491	StaticMeshActor_1	
56.06599	1763568763.993	73.754471	241.192355,420.157022,161.57338	0.052501,0.23007,-0.027047,0.97138	T	241.192355,420.15702,161.57338	0.833742,0.073906,-0.547186	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	321.273959,427.251888,109.012697	StaticMeshActor_1	
56.080206	1763568764.006	69.328415	241.2142,420.17506,161.573303	0.052422,0.229856,-0.026758,0.971443	T	241.214199,420.17506,161.573303	0.833956,0.074366,-0.546796	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	321.350549,427.317215,109.027586	StaticMeshActor_1	
56.094216	1763568764.02	72.647491	241.236416,420.19392,161.571945	0.052193,0.229532,-0.026354,0.971543	T	241.236416,420.19392,161.571945	0.834278,0.074929,-0.546229	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	321.445591,427.393891,109.053293	StaticMeshActor_1	
56.107972	1763568764.034	72.66861	241.256267,420.212427,161.569336	0.051982,0.229586,-0.02594,0.971553	T	241.256266,420.212429,161.569336	0.834172,0.075566,-0.546303	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	321.505668,427.478195,109.010601	StaticMeshActor_1	
56.121708	1763568764.048	72.551048	241.27368,420.232774,161.566422	0.052013,0.229874,-0.025691,0.97149	T	241.273679,420.232776,161.566422	0.845371,0.191428,-0.498702	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.278155,441.288934,106.69784	StaticMeshActor_1	
56.136054	1763568764.063	72.286705	241.287946,420.253053,161.561401	0.052234,0.230233,-0.025607,0.971395	T	241.287947,420.253055,161.561401	0.844994,0.191756,-0.499214	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.292091,441.354576,106.612145	StaticMeshActor_1	
56.149741	1763568764.076	70.638939	241.303517,420.26807,161.554123	0.05217,0.230633,-0.02549,0.971307	T	241.303366,420.267192,161.553391	0.844539,0.191917,-0.499922	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.269512,441.389243,106.519084	StaticMeshActor_1	
56.163667	1763568764.09	73.014534	241.320804,420.279493,161.547394	0.052032,0.230836,-0.025481,0.971266	T	241.321168,420.278652,161.547501	0.842447,0.193257,-0.502926	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.202429,441.581531,106.095726	StaticMeshActor_1	
56.177662	1763568764.104	72.033142	241.339259,420.290081,161.544861	0.051791,0.230776,-0.025472,0.971294	T	241.33926,420.290079,161.544861	0.842498,0.19319,-0.502868	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.210995,441.582098,106.108477	StaticMeshActor_1	
56.191646	1763568764.118	71.120728	241.357457,420.303594,161.544006	0.051639,0.230764,-0.025717,0.971298	T	241.357457,420.303594,161.544006	0.842596,0.193121,-0.502729	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.227853,441.585251,106.130227	StaticMeshActor_1	
56.20545	1763568764.131	71.706161	241.372908,420.314426,161.540924	0.051318,0.230822,-0.025592,0.971305	T	241.372907,420.314424,161.540924	0.842463,0.193173,-0.502932	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.228908,441.601864,106.104587	StaticMeshActor_1	
56.21931	1763568764.146	72.153725	241.388439,420.325849,161.540192	0.051175,0.230943,-0.025706,0.97128	T	241.388439,420.325849,161.540192	0.842258,0.191977,-0.503733	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.070324,441.446904,106.106143	StaticMeshActor_1	
56.23337	1763568764.159	72.970871	241.402939,420.336168,161.538925	0.051017,0.231078,-0.025718,0.971256	T	241.402844,420.336168,161.538727	0.842144,0.191828,-0.50398	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.049428,441.435709,106.091185	StaticMeshActor_1	
56.24736	1763568764.173	70.888794	241.417289,420.347156,161.537384	0.051047,0.231108,-0.025898,0.971243	T	241.41729,420.347156,161.537384	0.842131,0.191562,-0.504103	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.026349,441.409215,106.097898	StaticMeshActor_1	
56.261248	1763568764.187	68.327484	241.429207,420.353567,161.532959	0.050884,0.231108,-0.026039,0.971248	T	241.429206,420.353567,161.532959	0.841374,0.192096,-0.505161	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	334.010021,441.486907,105.944056	StaticMeshActor_1	
56.275196	1763568764.201	74.688721	241.440294,420.355175,161.529434	0.050742,0.230957,-0.026235,0.971286	T	241.440294,420.355175,161.529434	0.84158,0.191628,-0.504996	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	333.977227,441.42188,105.998622	StaticMeshActor_1	
56.28949	1763568764.216	72.172989	241.451657,420.358362,161.527618	0.051029,0.230754,-0.026851,0.971302	T	241.451381,420.358081,161.527664	0.841692,0.190065,-0.5054	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	333.802686,441.208167,106.071298	StaticMeshActor_1	
56.302926	1763568764.229	69.037888	241.460995,420.357299,161.525421	0.051061,0.23082,-0.0274,0.971269	T	241.460994,420.357299,161.525421	0.841738,0.189208,-0.505645	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	333.70333,441.087717,106.110696	StaticMeshActor_1	
56.316732	1763568764.243	75.04184	241.471894,420.353269,161.523438	0.050951,0.230856,-0.027896,0.971252	T	241.471894,420.353269,161.523438	0.841842,0.188221,-0.505841	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	333.592527,440.945806,106.167117	StaticMeshActor_1	
56.330745	1763568764.257	72.411293	241.481647,420.348863,161.518341	0.050891,0.230862,-0.028701,0.971231	T	241.481647,420.348867,161.518356	0.84167,0.186859,-0.506632	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	333.403816,440.752486,106.183641	StaticMeshActor_1	
56.344502	1763568764.271	67.819153	241.492569,420.339302,161.515106	0.050642,0.230893,-0.02958,0.97121	T	241.492568,420.339302,161.515121	0.841877,0.185071,-0.506944	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	333.204623,440.496496,106.286481	StaticMeshActor_1	
56.358311	1763568764.285	77.164055	241.504066,420.32726,161.514435	0.050316,0.230841,-0.030304,0.971217	T	241.504182,420.326095,161.514633	0.842147,0.183445,-0.507087	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	333.031331,440.259479,106.399478	StaticMeshActor_1	
56.372438	1763568764.298	71.99736	241.516655,420.31648,161.515884	0.050163,0.230927,-0.031103,0.971179	T	241.516656,420.316482,161.515884	0.842245,0.181942,-0.507464	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	332.858715,440.044254,106.477732	StaticMeshActor_1	
56.386338	1763568764.313	70.136063	241.527587,420.30964,161.514481	0.05007,0.230962,-0.031936,0.971149	T	241.527586,420.30964,161.514481	0.842444,0.180332,-0.507709	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	332.686433,439.818898,106.573172	StaticMeshActor_1	
56.400293	1763568764.326	72.523155	241.537584,420.303644,161.512299	0.049901,0.231193,-0.03262,0.97108	T	241.537585,420.303646,161.512299	0.84238,0.178979,-0.508294	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	332.516141,439.629698,106.61234	StaticMeshActor_1	
56.414263	1763568764.341	71.370956	241.546661,420.298582,161.50798	0.049612,0.231214,-0.033344,0.971065	T	241.546336,420.29936,161.507568	0.842523,0.177331,-0.508634	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	332.335523,439.404333,106.694483	StaticMeshActor_1	
56.428104	1763568764.355	71.356712	241.554358,420.295042,161.501892	0.049138,0.231208,-0.034094,0.971064	T	241.554356,420.295042,161.501892	0.842707,0.175765,-0.508873	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	332.169416,439.190869,106.780241	StaticMeshActor_1	
56.442035	1763568764.368	72.883636	241.562849,420.293951,161.500351	0.048879,0.231362,-0.03471,0.971019	T	241.562849,420.293949,161.500351	0.842691,0.174474,-0.509343	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	332.018694,439.018311,106.823302	StaticMeshActor_1	
56.45583	1763568764.381	71.599915	241.572719,420.294401,161.5009	0.048805,0.231339,-0.035232,0.971009	T	241.572719,420.294401,161.5009	0.784835,-0.118015,-0.608364	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.667357,410.35195,110.26483	StaticMeshActor_1	
56.469919	1763568764.396	72.608978	241.582905,420.297559,161.504395	0.048687,0.231314,-0.035708,0.971004	T	241.582905,420.297559,161.504395	0.784726,-0.118974,-0.608318	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.654757,410.276437,110.282735	StaticMeshActor_1	
56.483901	1763568764.41	68.079079	241.59447,420.2973,161.508453	0.048352,0.231165,-0.035887,0.971049	T	241.594471,420.2973,161.508453	0.784866,-0.119589,-0.608017	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.682691,410.223645,110.308571	StaticMeshActor_1	
56.497531	1763568764.423	74.995125	241.60611,420.298839,161.512756	0.048138,0.231197,-0.03614,0.971043	T	241.60611,420.298839,161.512756	0.785345,-0.116821,-0.607936	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.787266,410.450484,110.278979	StaticMeshActor_1	
56.511535	1763568764.438	72.769081	241.61672,420.300689,161.514938	0.048007,0.230982,-0.036529,0.971086	T	241.616678,420.301198,161.515259	0.785479,-0.117739,-0.607586	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.810603,410.37527,110.309815	StaticMeshActor_1	
56.525364	1763568764.452	71.585037	241.624436,420.302047,161.517395	0.047916,0.230932,-0.036925,0.971088	T	241.624436,420.302047,161.517395	0.78425,-0.113542,-0.609967	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.665506,410.736896,110.149612	StaticMeshActor_1	
56.539288	1763568764.466	72.969261	241.631417,420.301931,161.519318	0.047647,0.23098,-0.037341,0.971073	T	241.631417,420.301931,161.519318	0.784075,-0.114509,-0.610012	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.638051,410.658253,110.163053	StaticMeshActor_1	
56.553253	1763568764.479	71.71183	241.631603,420.29516,161.521896	0.047413,0.230983,-0.037659,0.971072	T	241.631603,420.295158,161.521896	0.783983,-0.115275,-0.609986	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.61895,410.588671,110.17684	StaticMeshActor_1	
56.567091	1763568764.493	70.519875	241.63126,420.288913,161.524323	0.047353,0.231124,-0.038178,0.971021	T	241.63126,420.288913,161.524323	0.783657,-0.116243,-0.61022	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.563056,410.505146,110.18143	StaticMeshActor_1	
56.580981	1763568764.508	72.72094	241.630618,420.285232,161.521606	0.047407,0.231316,-0.038714,0.970951	T	241.630618,420.285228,161.521606	0.783258,-0.117142,-0.610561	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	307.49292,410.431206,110.178014	StaticMeshActor_1	
56.595073	1763568764.521	72.311279	241.627857,420.28086,161.517776	0.047542,0.231722,-0.039367,0.970822	T	241.627857,420.28086,161.517776	0.79037,-0.097374,-0.604841	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	308.736367,412.009252,110.159176	StaticMeshActor_1	
56.60913	1763568764.536	71.805557	241.626247,420.27371,161.512772	0.047469,0.231999,-0.039935,0.970736	T	241.62626,420.273355,161.512619	0.789843,-0.098444,-0.605356	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	308.637408,411.917473,110.150611	StaticMeshActor_1	
56.623057	1763568764.549	71.027771	241.62693,420.264657,161.50618	0.04752,0.232273,-0.040617,0.97064	T	241.62693,420.264657,161.50618	0.792748,-0.100087,-0.601277	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	309.062293,411.746858,110.355408	StaticMeshActor_1	
56.637243	1763568764.563	71.91037	241.627243,420.253997,161.499115	0.047549,0.232363,-0.041325,0.970587	T	241.627243,420.253999,161.499115	0.79245,-0.101341,-0.601459	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	308.995571,411.634913,110.364529	StaticMeshActor_1	
56.651081	1763568764.577	67.133018	241.62559,420.245265,161.495346	0.047553,0.232247,-0.041938,0.970588	T	241.625592,420.245265,161.495346	0.792428,-0.102465,-0.601297	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	308.974966,411.532786,110.387449	StaticMeshActor_1	
