time	UnixTime	FPS	HeadPos	HeadRot	Valid	GazeOrigin	GazeDir	Conf	FixPoint	LBlink	RBlink	LPupil	RPupil	LOrigin	LDir	ROrigin	RDir	HitPos	HitName	
20.652578	1763568728.579	70.698364	-253.764019,175.177329,161.72728	0.045871,0.279947,-0.095044,0.954197	T	-253.764019,175.17733,161.72728	0.5287,0.031239,-0.848234	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-152.996322,181.127694,0.062492	TemplateFloor_18	
20.66638	1763568728.593	71.529228	-253.77624,175.191711,161.721405	0.046005,0.281311,-0.094153,0.953878	T	-253.77624,175.19171,161.721405	0.499289,-0.047918,-0.86511	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-160.47353,166.234366,0.062496	TemplateFloor_18	
20.680078	1763568728.606	72.4328	-253.786734,175.214183,161.715393	0.046234,0.282526,-0.093324,0.953589	T	-253.786735,175.214181,161.715393	0.497316,-0.046161,-0.866341	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-160.988204,166.597738,0.062498	TemplateFloor_18	
20.693959	1763568728.621	72.680222	-253.792318,175.242061,161.708221	0.046478,0.28361,-0.092722,0.953314	T	-253.792318,175.242058,161.708221	0.496446,-0.04568,-0.866865	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.216186,166.720909,0.062498	TemplateFloor_18	
20.707895	1763568728.633	71.004585	-253.792265,175.266493,161.706314	0.046757,0.283959,-0.092325,0.953235	T	-253.792265,175.266493,161.706314	0.495934,-0.044654,-0.867211	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.349571,166.940043,0.062492	TemplateFloor_18	
20.721795	1763568728.648	72.53315	-253.79282,175.287306,161.71196	0.046642,0.284055,-0.091957,0.953248	T	-253.79163,175.288353,161.714081	0.495902,-0.044492,-0.867238	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.353299,166.992087,0.062497	TemplateFloor_18	
20.735795	1763568728.662	71.554817	-253.791721,175.31308,161.719925	0.046197,0.284265,-0.090992,0.953299	T	-253.791721,175.313079,161.719925	0.496822,-0.04293,-0.86679	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.130857,167.303514,0.062501	TemplateFloor_18	
20.749741	1763568728.676	70.9562	-253.790835,175.343406,161.72551	0.045693,0.284662,-0.089633,0.953334	T	-253.790835,175.343407,161.72551	0.496336,-0.041584,-0.867134	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.254128,167.587601,0.0625	TemplateFloor_18	
20.76377	1763568728.689	72.315468	-253.790828,175.378457,161.730545	0.04549,0.285215,-0.088294,0.953303	T	-253.790348,175.3808,161.730942	0.497247,-0.040085,-0.866683	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.03243,167.900301,0.062489	TemplateFloor_18	
20.777548	1763568728.703	69.529915	-253.796019,175.416611,161.728531	0.0455,0.286084,-0.087063,0.953156	T	-253.796019,175.416609,161.728531	0.496031,-0.038163,-0.867466	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.349778,168.301155,0.062489	TemplateFloor_18	
20.791468	1763568728.718	73.921303	-253.813383,175.465212,161.706009	0.045591,0.287425,-0.085907,0.952853	T	-253.812516,175.466202,161.704468	0.494722,-0.035508,-0.868326	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.715328,168.85319,0.062505	TemplateFloor_18	
20.80551	1763568728.732	72.060112	-253.829909,175.497729,161.69104	0.045533,0.288796,-0.084561,0.952561	T	-253.831772,175.500421,161.689789	0.49246,-0.033292,-0.869698	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-162.308478,169.310222,0.062499	TemplateFloor_18	
20.819469	1763568728.746	70.568649	-253.839868,175.535482,161.668365	0.045759,0.290455,-0.083246,0.952162	T	-253.839868,175.535484,161.668365	0.48988,-0.030861,-0.871244	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-162.969723,169.808,0.062494	TemplateFloor_18	
20.833222	1763568728.759	73.025742	-253.845929,175.566124,161.653687	0.046201,0.291555,-0.082265,0.951889	T	-253.845929,175.566127,161.653687	0.488106,-0.028633,-0.872315	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-163.424101,170.258831,0.062504	TemplateFloor_18	
20.847218	1763568728.773	71.138939	-253.84659,175.594235,161.639267	0.046348,0.292572,-0.081488,0.951637	T	-253.84659,175.594231,161.639267	0.486413,-0.027124,-0.873308	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-163.848904,170.572605,0.062509	TemplateFloor_18	
20.861229	1763568728.788	72.253296	-253.862957,175.623609,161.62471	0.046391,0.293526,-0.080672,0.951411	T	-253.861444,175.622815,161.622971	0.481307,0.066506,-0.874026	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-164.890555,187.912802,0.062496	TemplateFloor_18	
20.874955	1763568728.801	70.735863	-253.867969,175.64679,161.613098	0.046019,0.294753,-0.079901,0.951115	T	-253.867968,175.646791,161.613098	0.479111,0.067362,-0.875166	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.423665,188.07799,0.062491	TemplateFloor_18	
20.888947	1763568728.816	74.312431	-253.867518,175.672406,161.612991	0.045773,0.295534,-0.07926,0.950938	T	-253.867518,175.672406,161.612991	0.478358,0.06548,-0.87572	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.618263,187.748543,0.062503	TemplateFloor_18	
20.902832	1763568728.829	70.140472	-253.85498,175.696515,161.613846	0.045309,0.295637,-0.078765,0.950969	T	-253.85498,175.696514,161.613846	0.478097,0.065565,-0.875857	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.667222,187.786418,0.062499	TemplateFloor_18	
20.916512	1763568728.843	72.653313	-253.853244,175.723043,161.610229	0.045181,0.295386,-0.078467,0.951078	T	-253.853245,175.723041,161.610229	0.478536,0.065766,-0.875602	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.560693,187.853254,0.062497	TemplateFloor_18	
20.930487	1763568728.856	73.677849	-253.862858,175.75105,161.597824	0.044894,0.295401,-0.078436,0.951089	T	-253.862858,175.751049,161.597824	0.478688,0.061924,-0.875799	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.568888,187.16899,0.062505	TemplateFloor_18	
20.9443	1763568728.871	69.030251	-253.865994,175.772766,161.595612	0.044484,0.296017,-0.078173,0.950939	T	-253.865995,175.772766,161.595612	0.477501,0.061843,-0.876452	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.857986,187.16715,0.062505	TemplateFloor_18	
20.958364	1763568728.885	74.738426	-253.869259,175.799395,161.589569	0.044074,0.296674,-0.077817,0.950782	T	-253.868971,175.799789,161.58989	0.47756,0.060075,-0.876543	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.862178,186.866784,0.062493	TemplateFloor_18	
20.972286	1763568728.899	70.756393	-253.867413,175.828015,161.587845	0.043786,0.296764,-0.077291,0.95081	T	-253.867413,175.828015,161.587845	0.477413,0.060303,-0.876607	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.895337,186.93605,0.06249	TemplateFloor_18	
20.986168	1763568728.913	71.01516	-253.861583,175.849665,161.596603	0.04335,0.296331,-0.076505,0.951029	T	-253.861583,175.849665,161.596603	0.478145,0.060745,-0.876178	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.706701,187.04522,0.062495	TemplateFloor_18	
21.000346	1763568728.927	72.604774	-253.851411,175.870259,161.608047	0.043087,0.295882,-0.075618,0.951252	T	-253.85141,175.870261,161.608047	0.477709,0.061109,-0.87639	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.791912,187.13113,0.062503	TemplateFloor_18	
21.014097	1763568728.941	71.18248	-253.842946,175.891984,161.614105	0.042966,0.29548,-0.075025,0.951429	T	-253.842946,175.891984,161.614105	0.478427,0.061719,-0.875956	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.604171,187.271282,0.06249	TemplateFloor_18	
21.028088	1763568728.955	72.200073	-253.840436,175.911877,161.611984	0.042845,0.295497,-0.074382,0.951479	T	-253.840436,175.911877,161.611984	0.478838,0.061493,-0.875747	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.505987,187.252039,0.062507	TemplateFloor_18	
21.042079	1763568728.968	71.082817	-253.839701,175.932423,161.607285	0.042847,0.295908,-0.073861,0.951392	T	-253.839701,175.932422,161.607285	0.478084,0.062311,-0.876101	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.68248,187.418559,0.062488	TemplateFloor_18	
21.056332	1763568728.983	71.896408	-253.836187,175.953605,161.599976	0.042824,0.296238,-0.073224,0.95134	T	-253.836186,175.953607,161.599976	0.477151,0.062396,-0.876603	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.905367,187.448326,0.062501	TemplateFloor_18	
21.070056	1763568728.996	70.571617	-253.831448,175.975584,161.59079	0.042802,0.296521,-0.072652,0.951297	T	-253.831215,175.974819,161.590118	0.476685,0.063247,-0.876796	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-166.010816,187.623066,0.062497	TemplateFloor_18	
21.083521	1763568729.009	73.4646	-253.816953,175.996414,161.589798	0.042642,0.29593,-0.072257,0.951518	T	-253.816953,175.996414,161.589798	0.477685,0.063472,-0.876235	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.756218,187.693608,0.06251	TemplateFloor_18	
21.097579	1763568729.024	73.831253	-253.797034,176.012325,161.600052	0.042266,0.295208,-0.072027,0.951776	T	-253.797034,176.012323,161.600052	0.479466,0.062957,-0.875299	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.307854,187.627565,0.062507	TemplateFloor_18	
21.111511	1763568729.038	71.031807	-253.7823,176.026707,161.607285	0.042155,0.295078,-0.071974,0.951825	T	-253.7823,176.026705,161.607285	0.479688,0.062856,-0.875185	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.236663,187.625514,0.062488	TemplateFloor_18	
21.12553	1763568729.052	71.058037	-253.773878,176.040812,161.607544	0.042154,0.295284,-0.071875,0.951769	T	-253.773878,176.040812,161.607544	0.479723,0.061713,-0.875247	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.227909,187.427762,0.0625	TemplateFloor_18	
21.139388	1763568729.066	71.219002	-253.767819,176.056034,161.604401	0.042188,0.295531,-0.07177,0.951699	T	-253.767818,176.056036,161.604401	0.479276,0.061952,-0.875475	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.329163,187.483815,0.062495	TemplateFloor_18	
21.153221	1763568729.079	72.558395	-253.762732,176.069223,161.59549	0.042002,0.296057,-0.071596,0.951557	T	-253.762732,176.069221,161.59549	0.478286,0.06203,-0.876011	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.565532,187.503936,0.0625	TemplateFloor_18	
21.167239	1763568729.094	71.730858	-253.758367,176.082563,161.586838	0.041963,0.296535,-0.071349,0.951428	T	-253.758366,176.082563,161.586838	0.477765,0.061601,-0.876325	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.693646,187.433465,0.062498	TemplateFloor_18	
21.182444	1763568729.109	72.366234	-253.753212,176.097385,161.578003	0.04169,0.297055,-0.071093,0.951297	T	-253.753407,176.097536,161.576889	0.476772,0.061673,-0.876861	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.930882,187.453935,0.06249	TemplateFloor_18	
21.195317	1763568729.122	65.353928	-253.749677,176.115046,161.564651	0.041615,0.297695,-0.070843,0.951119	T	-253.749678,176.115046,161.564651	0.475002,0.06124,-0.877851	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-166.358446,187.378181,0.0625	TemplateFloor_18	
21.208797	1763568729.135	78.533623	-253.74294,176.131178,161.549789	0.041448,0.298379,-0.070376,0.950946	T	-253.742941,176.131178,161.549789	0.473719,0.061786,-0.878506	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-166.660657,187.485295,0.0625	TemplateFloor_18	
21.222704	1763568729.149	73.995682	-253.733912,176.146336,161.536667	0.041304,0.298723,-0.069995,0.950873	T	-253.733337,176.145393,161.536316	0.473409,0.06175,-0.878675	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-166.732002,187.48978,0.062496	TemplateFloor_18	
21.236656	1763568729.163	72.444885	-253.721929,176.158087,161.524292	0.040996,0.299007,-0.069446,0.950837	T	-253.721859,176.157568,161.5233	0.472898,0.062177,-0.878921	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-166.845731,187.576227,0.062504	TemplateFloor_18	
21.250649	1763568729.176	68.949348	-253.709591,176.172213,161.512451	0.040929,0.299607,-0.068767,0.950701	T	-253.709275,176.172527,161.511536	0.471805,0.06307,-0.879444	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-167.091822,187.74755,0.06249	TemplateFloor_18	
21.264429	1763568729.191	74.535652	-253.696174,176.187233,161.500107	0.04089,0.300075,-0.068219,0.950594	T	-253.696174,176.187235,161.500107	0.470903,0.062897,-0.87994	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-167.299163,187.723105,0.062509	TemplateFloor_18	
21.278515	1763568729.204	71.834419	-253.682012,176.201677,161.490906	0.040749,0.300372,-0.067607,0.95055	T	-253.681349,176.201511,161.491043	0.470469,0.063576,-0.880123	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-167.386731,187.858839,0.062487	TemplateFloor_18	
21.292536	1763568729.219	70.637932	-253.662171,176.214275,161.487579	0.040477,0.300249,-0.067157,0.950632	T	-253.662171,176.214275,161.487579	0.470738,0.063804,-0.879963	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-167.304449,187.915349,0.062494	TemplateFloor_18	
21.306418	1763568729.233	72.440681	-253.641943,176.221197,161.485901	0.040061,0.300168,-0.06672,0.950706	T	-253.641943,176.221199,161.485901	0.470826,0.063835,-0.879914	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-167.264096,187.928527,0.062494	TemplateFloor_18	
21.320061	1763568729.246	70.531311	-253.62361,176.223488,161.483124	0.039822,0.30064,-0.066466,0.950585	T	-253.62361,176.22349,161.483124	0.469921,0.063938,-0.88039	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-167.460018,187.943071,0.062498	TemplateFloor_18	
21.334082	1763568729.26	73.746307	-253.608569,176.224163,161.474792	0.039704,0.300958,-0.066162,0.950511	T	-253.607854,176.222773,161.474884	0.469837,0.063406,-0.880473	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-167.472064,187.843144,0.062509	TemplateFloor_18	
21.348001	1763568729.275	71.623489	-253.585513,176.218616,161.471863	0.039737,0.300632,-0.066258,0.950606	T	-253.585513,176.218616,161.471863	0.470498,0.06327,-0.88013	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-167.296582,187.818411,0.06249	TemplateFloor_18	
21.361911	1763568729.288	71.170326	-253.55023,176.199871,161.484222	0.039362,0.299025,-0.066669,0.951099	T	-253.547245,176.195736,161.48764	0.473988,0.061562,-0.878377	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-166.436308,187.505916,0.062503	TemplateFloor_18	
21.375958	1763568729.303	73.175377	-253.460593,176.08984,161.602554	0.038998,0.296085,-0.068573,0.951898	T	-253.460593,176.08984,161.602554	0.478776,0.058227,-0.876004	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-165.168497,186.823715,0.062493	TemplateFloor_18	
21.389914	1763568729.316	70.436424	-253.400201,176.010206,161.706665	0.038584,0.291811,-0.072397,0.952951	T	-253.400201,176.010206,161.706665	0.486521,0.051487,-0.872151	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-163.225596,185.549402,0.062495	TemplateFloor_18	
21.403981	1763568729.331	71.170326	-253.3469,175.918189,161.80278	0.037211,0.287513,-0.075959,0.954034	T	-253.349948,175.91169,161.804688	0.494579,0.04312,-0.868062	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-161.194154,183.942635,0.062505	TemplateFloor_18	
21.417765	1763568729.344	68.697845	-253.29661,175.820609,161.906754	0.035357,0.282579,-0.079916,0.955255	T	-253.296611,175.820609,161.906754	0.502603,0.03468,-0.863821	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-159.126655,182.314828,0.062496	TemplateFloor_18	
21.431659	1763568729.358	75.755264	-253.241539,175.716158,162.036224	0.033398,0.27694,-0.084274,0.956602	T	-253.241539,175.71616,162.036224	0.512223,0.024723,-0.858497	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-156.596835,180.377239,0.062495	TemplateFloor_18	
21.445483	1763568729.372	71.505699	-253.197163,175.603812,162.170898	0.031291,0.270865,-0.088811,0.958001	T	-253.19582,175.603013,162.170685	0.522521,0.013844,-0.852514	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-153.833904,178.232152,0.062496	TemplateFloor_18	
21.459332	1763568729.386	73.524544	-253.157514,175.486404,162.308624	0.028582,0.264667,-0.093854,0.959336	T	-253.157515,175.486402,162.308624	0.532509,0.002054,-0.846422	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-151.080822,175.876805,0.062504	TemplateFloor_18	
21.473434	1763568729.399	71.590675	-253.113986,175.353298,162.453491	0.026157,0.258553,-0.099114,0.960543	T	-253.113986,175.353298,162.453491	0.542267,-0.010044,-0.840146	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-148.296983,173.408561,0.062503	TemplateFloor_18	
21.48735	1763568729.413	69.592827	-253.064661,175.216999,162.636978	0.02363,0.250873,-0.105722,0.961939	T	-253.06466,175.217,162.636978	0.554299,-0.024605,-0.831954	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-144.744555,170.405577,0.0625	TemplateFloor_18	
21.501334	1763568729.428	72.487411	-253.002425,175.049951,162.872482	0.021364,0.241839,-0.112961,0.963482	T	-253.002425,175.04995,162.872482	0.777691,-0.430489,-0.458122	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-58.228483,67.232532,48.134925	StaticMeshActor_1	
21.515179	1763568729.442	72.660683	-252.934042,174.86232,163.103958	0.017722,0.231566,-0.120656,0.965145	T	-252.934042,174.86232,163.103958	0.780641,-0.446598,-0.437206	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-58.077972,63.386127,53.972313	StaticMeshActor_1	
21.529107	1763568729.456	72.153183	-252.859911,174.693415,163.381607	0.013704,0.220174,-0.128604,0.966849	T	-252.859912,174.693415,163.381607	0.783673,-0.463202,-0.413885	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-57.674364,59.325345,60.296658	StaticMeshActor_1	
21.542896	1763568729.469	70.728874	-252.791428,174.501355,163.658554	0.00943,0.207685,-0.136074,0.968639	T	-252.791428,174.501357,163.658554	0.787291,-0.478921,-0.388339	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-57.056883,55.432418,67.109494	StaticMeshActor_1	
21.556832	1763568729.483	72.135498	-252.788968,174.332351,163.938629	0.004876,0.194749,-0.144635,0.970118	T	-252.788968,174.332353,163.938629	0.789304,-0.496352,-0.361434	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-56.603781,50.961297,74.101256	StaticMeshActor_1	
21.570775	1763568729.498	72.576836	-252.801412,174.176871,164.191544	0.00178,0.183573,-0.153912,0.970881	T	-252.801413,174.176871,164.191544	0.788223,-0.514012,-0.338374	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-56.59735,46.229023,79.962304	StaticMeshActor_1	
21.584812	1763568729.511	72.951157	-252.828143,174.026885,164.39621	-0.001138,0.173223,-0.162843,0.971326	T	-252.828143,174.026886,164.39621	0.786109,-0.530717,-0.316817	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-56.693085,41.612305,85.348372	StaticMeshActor_1	
21.598839	1763568729.526	70.141975	-252.870928,173.882746,164.579529	-0.003787,0.16629,-0.170291,0.971254	T	-252.870928,173.882748,164.579529	0.782714,-0.54444,-0.301568	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-57.031514,37.660915,89.123889	StaticMeshActor_1	
21.612762	1763568729.539	71.262619	-252.917862,173.744499,164.714493	-0.00646,0.161113,-0.176687,0.97097	T	-252.925406,173.74974,164.694305	0.779088,-0.555806,-0.290001	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-57.446442,34.2941,91.929142	StaticMeshActor_1	
21.626692	1763568729.553	68.996933	-252.986674,173.64377,164.787598	-0.008694,0.157051,-0.182512,0.97054	T	-252.986674,173.643771,164.787598	0.775023,-0.566665,-0.279697	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-57.929192,31.02614,94.391789	StaticMeshActor_1	
21.640743	1763568729.566	76.293953	-253.035649,173.551495,164.85405	-0.010202,0.154723,-0.187962,0.969859	T	-253.035649,173.551497,164.85405	0.770195,-0.576154,-0.27358	1.0	0.0,0.0,0.0	F	F	0.0	0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0,0.0,0.0	-58.606951,28.10721,95.78939	StaticMeshActor_1	
